fouls_drawn,passes_accurate,games_rating,passes_key,target_shot_conversion_perc,shots_on,duels_won_perc,penalty_commited,pass_accuracy_perc,shots_total,fouls_committed,duels_total,dribble_success_rate,penalty_won,duels_won
11.424213536701624,281.218303145853,6.882296342837334,9.931363203050521,53.74324753733716,5.480457578646333,53.924064458589946,0.1506196377502384,77.81721268456015,10.340324118207816,12.608198284080077,105.00381315538607,73.95904829566423,0.1525262154432793,52.72163965681601
11.36890645586298,496.79446640316235,6.870284870487439,11.383399209486162,5.414209381600465,4.163372859025032,54.35178724774994,0.10013175230566543,84.48690697222601,10.490118577075098,11.12516469038208,98.81949934123848,74.22324585117498,0.04611330698287204,49.95783926218709
11.343253968253967,441.14632936507996,6.9884311387603795,11.68799603174606,84.76666824137041,5.550099206349213,54.59778153644191,0.12351190476190484,83.83346674583797,11.348214285714265,11.364583333333334,97.09970238095235,74.26282562764847,0.15724206349206327,49.3546626984127
10.63617886178862,177.3739837398379,6.669372911133582,5.769308943089453,4.41903794037912,2.3170731707317125,52.586346234593115,0.1636178861788619,71.05471359599285,6.030487804878028,12.72967479674797,102.29065040650407,75.82074038007364,0.03658536585365821,49.40142276422765
11.381585192216418,216.77171333649812,6.841971275244294,7.801613668723322,88.24352498474448,4.188419553868058,52.93669437898919,0.1604176554342668,74.04103768440115,8.235880398671084,13.035121025154245,105.36449928808729,74.46300969727788,0.15851922164214505,51.72710014238252
11.811154058531189,333.39867476532305,6.742595280356186,8.410822749861957,2.3886434750601353,3.0982882385422474,53.183432734262176,0.13694091662065164,79.96044040899945,8.127553837658738,12.113749309773604,101.72556598564329,74.40760550532677,0.02540033130866945,50.41579237990061
10.990363232023723,511.20311341734686,7.058016971908744,12.666419570051918,83.07755892077599,6.0719051148999315,55.432587756225814,0.10748702742772434,85.62212783292621,12.03484062268345,10.591549295774655,93.37805782060782,73.80067306501765,0.16530763528539633,47.90808005930319
9.400000000000002,707.5464285714288,7.2532164442700156,14.435714285714283,70.52529761904762,7.110714285714286,56.33522494811351,0.053571428571428645,89.50748698349534,13.396428571428569,8.553571428571429,85.7,73.6469662175976,0.15000000000000002,44.48928571428572
11.709944751381208,327.36345698500395,6.886607726166231,9.597474348855561,89.48606882900478,4.718626677190214,53.809160014559836,0.14246250986582487,79.81607337686134,9.632596685082873,12.2683504340963,101.81649565903707,75.04310758285135,0.13930544593528005,50.99960536700867
10.64942528735632,154.66912972085453,6.78750444752292,6.437602627257823,91.00129994526526,3.6231527093596085,52.288265167064914,0.19129720853858795,68.7108673925194,7.157635467980279,13.486042692939254,105.26436781609192,74.07203562525518,0.14696223316912954,50.71674876847291
11.596716630977875,410.16059957173456,6.797310684200406,9.796573875802995,3.5494488064081295,3.6181299072091386,53.51337941872617,0.12847965738758038,82.35529755158525,9.262669521770164,11.815845824411134,100.186295503212,74.66503776136989,0.02926481084939285,49.992862241256255
11.354092526690394,257.5877817319103,6.692132684683841,7.147093712930033,1.1442269671809626,2.6322657176749766,52.57920266974263,0.1613285883748518,76.45569872156014,7.0587188612099485,12.586002372479248,102.58540925266902,74.8114338073776,0.011862396204033496,50.11447212336892
11.415516420752022,270.2536887196578,6.851505010339494,8.49357448833889,96.77243640594418,4.184673964778676,53.282791894718954,0.1489766777724894,77.2937864343293,8.710138029509748,12.64255116611138,101.94240837696334,74.56479283605822,0.13184198000951916,50.25226082817706
11.588947156111331,380.77853973376375,6.929170219102177,10.554255748285609,84.80230923887616,5.146026623638567,54.208107960721016,0.14118596208148454,81.96754834268575,10.448164582492925,11.895522388059705,99.20734167002823,74.86106353527141,0.1569181121419924,49.907624041952396
10.208430913348945,596.4285714285721,7.127507603465553,13.79976580796255,68.62981394743692,6.386416861826702,56.039819374747374,0.0819672131147542,87.44044892301892,12.76346604215455,9.695550351288064,91.01990632318498,74.30823898960887,0.17213114754098346,47.04683840749414
