phase,datetime,precision,recall,f1,auc_score
train,2025-08-08 11:16:17.502024,0.4435828600929272,0.8112890433206179,0.5735627887105819,0.6428171375938823
test,2025-08-08 11:16:17.565152,0.43340479075403116,0.7903234944195796,0.5598137967013123,0.6204333726499371
test_parameter_tuned,2025-08-08 11:16:18.408452,0.4476111551488074,0.7038128151379526,0.547208457218368,0.6204333726499371
