cards_yellow,dribble_success_rate,dribbles_past,duels_total,duels_won,duels_won_perc,fouls_committed,fouls_drawn,games_rating,pass_accuracy_perc,passes_accurate,passes_key,passes_total,penalty_commited,penalty_won,shots_on,shots_total,tackles_blocks,tackles_interceptions,target_shot_conversion_perc
1.7138927097661638,73.98761531568427,7.533012379642365,96.0006877579092,48.887895460797786,54.797322370710255,10.922283356258598,11.281980742778542,7.016553540739407,84.60111585085808,476.5426409903706,12.072902338376888,549.303301237965,0.11141678129298477,0.14855570839064658,5.742778541953227,11.610041265474571,2.233149931224208,8.261348005502061,85.03987631274431
2.2477522477522487,74.81695840935059,9.025974025974026,104.93356643356644,51.335164835164825,52.83880479674493,13.091908091908088,11.374625374625374,6.833101501530242,73.89905987851772,212.25274725274647,7.70479520479519,284.2787212787216,0.16233766233766247,0.15534465534465544,4.107892107892104,8.113386613386625,3.8256743256743277,10.418081918081915,88.95826395826418
1.9821795750514055,74.49656720628562,8.174091843728585,102.05620287868402,50.95887594242632,53.477424708312206,11.890335846470185,11.746401644962305,6.790483856327655,81.13325932431665,382.45716244002756,9.48869088416724,459.03427004797777,0.12748457847840977,0.038382453735435335,3.5928718300205564,9.070596298834817,2.6264564770390657,9.059629883481835,6.329106694083023
1.0680628272251314,73.30820450187503,6.4816753926701605,87.11518324607327,45.27748691099475,56.414322475286745,8.528795811518322,9.502617801047121,7.250801750605415,89.40360499120747,732.4240837696335,14.47120418848167,801.9633507853408,0.047120418848167464,0.14136125654450266,7.099476439790571,13.2565445026178,1.492146596858638,6.497382198952877,69.42699243746364
2.214285714285715,75.65657284589642,9.340401785714288,101.39732142857143,48.88727678571428,52.526101265831684,12.714285714285714,10.566964285714288,6.6682003455064285,71.37537835045097,175.09040178571414,5.68973214285713,243.89062500000065,0.16852678571428567,0.03683035714285725,2.3370535714285654,5.9843750000000195,4.098214285714282,10.280133928571425,5.865885416666835
1.3471810089020793,74.35582033586131,6.992581602373888,90.41543026706233,46.65430267062314,55.8439950354575,9.454005934718108,10.06083086053413,7.141309685543408,87.62197138344419,618.3857566765575,13.857566765578635,689.6795252225518,0.08605341246290793,0.1750741839762612,6.4124629080118645,12.761127596439188,1.7611275964391688,7.719584569732935,67.45425321463897
1.7927142124166249,74.44514109608505,7.823499230374552,98.09697280656745,49.657260133401735,54.506524458602776,11.61108260646485,11.398665982555157,6.967586686231504,82.92687385907435,417.0241149307336,11.301180092355043,490.34068753206833,0.12929707542329413,0.14982042072857885,5.3848127244740835,11.028732683427418,2.4186762442278065,8.73473576192919,86.37547338073263
2.049790041991602,74.80656471328368,8.979604079184165,103.50989802039591,50.62267546490701,52.684649533068836,12.754049190161963,11.380923815236953,6.706814927224346,76.06199026594592,250.09958008398297,7.331133773245334,323.14217156568753,0.16256748650269953,0.029994001199760145,2.87042591481703,7.302339532093605,3.5002999400119936,9.839232153569283,5.366260081317442
2.186795491143319,74.19126783235771,8.826489533011275,103.64170692431561,51.25201288244765,53.31645806651165,12.8401771336554,11.427536231884059,6.863573820010307,76.94419628733955,265.10466988727785,8.754830917874383,338.6650563607093,0.1557971014492755,0.14492753623188415,4.505233494363928,9.049919484702091,3.4440418679549083,10.05797101449275,87.76335212023643
1.9473684210526316,74.92693736270664,8.044631578947369,100.41642105263156,50.48126315789473,54.1089255486033,12.09978947368421,11.714947368421054,6.914681595932719,81.1721226425847,363.18442105263165,10.210947368421047,436.9082105263155,0.14189473684210518,0.15494736842105272,5.041263157894732,10.213052631578952,2.703157894736837,9.228631578947367,86.52282372598185
2.544007490636706,73.95526239903525,9.724719101123593,103.10861423220973,49.54494382022472,52.43172132222503,13.441011235955056,10.509363295880153,6.780960780792242,69.25630952799531,150.74812734082332,6.330524344569275,217.11423220973833,0.19756554307116125,0.1488764044943821,3.6217228464419424,7.042134831460683,4.380149812734083,10.425093632958799,90.37148504845138
1.566037735849059,73.9581666485739,7.443806398687446,94.87038556193602,48.83921246923707,55.57812411176894,10.415914684167362,10.806398687448734,7.045460874577978,85.91004087619535,538.8974569319113,13.04757998359312,611.4741591468414,0.09844134536505328,0.14520098441345375,5.905660377358485,12.194421657096004,2.0106644790812167,8.094339622641506,62.01187546388531
2.053724053724054,75.04035986510718,8.466829466829468,102.50386650386649,51.261294261294246,53.74717912909434,12.306064306064304,11.689865689865691,6.881761767773672,79.22836219179032,314.06919006919026,9.519332519332519,388.23890923890895,0.14122914122914115,0.14082214082214092,4.710622710622706,9.586487586487586,3.1151811151811137,9.606023606023603,86.66078777189914
1.9337568058076227,74.06050336589777,7.816696914700548,100.38929219600725,50.46914700544465,53.89865415760718,11.648820326678765,11.598911070780398,6.838324398302847,83.36529973070164,454.246823956443,10.670598911070776,530.5181488203272,0.1225045372050816,0.05081669691470064,4.000907441016331,9.987295825771323,2.324863883847546,8.509074410163336,8.17327082073021
2.0324954015941143,74.5866956579527,8.609442060085838,101.75229920294296,50.27099938687921,53.10291980227194,12.297976701410176,11.763335377069286,6.7321685668374815,79.37218918323204,317.0282035561005,8.247087676272216,390.96259963212725,0.13733905579399133,0.023298589822195084,3.104230533415077,8.044144696505215,3.1017780502759047,9.627835683629673,2.879623952585689
