duels_won_perc,fouls_committed,penalty_won,tackles_interceptions,dribbles_past,games_rating,penalty_commited,tackles_blocks,passes_key,duels_total,passes_accurate,passes_total,fouls_drawn,pass_accuracy_perc,target_shot_conversion_perc,shots_total,duels_won,cards_yellow,shots_on,dribble_success_rate
55.399561864308644,10.58467432950191,0.17088122605363976,8.173946360153257,7.430651340996171,7.054602002722692,0.09808429118773959,2.0850574712643644,12.721839080459745,94.33563218390809,510.01302681992297,582.0812260536394,10.962452107279697,85.39742386539623,84.32140424496748,12.080459770114942,48.3655172413793,1.5785440613026822,6.07586206896551,73.97234658314498
53.82634218146374,12.33931297709924,0.14083969465648838,9.563358778625954,8.406870229007636,6.8846556604972635,0.13435114503816786,3.0503816793893144,9.588549618320613,102.65458015267177,319.57061068702325,394.0908396946567,11.737404580152674,79.38936321642353,88.87309160305354,9.655725190839696,51.38740458015267,2.039694656488549,4.749618320610686,75.00054699225318
52.30570018911788,13.550301810865193,0.148893360160966,10.456740442655935,9.735412474849097,6.7810872829383895,0.20221327967806862,4.369215291750498,6.283702213279659,103.58953722334005,150.67303822937558,217.32394366197104,10.532193158953723,69.19621403951164,92.59593273929289,6.987927565392354,49.75653923541247,2.5663983903420524,3.6056338028169037,73.72195474843805
56.29490456228468,8.528301886792452,0.15723270440251577,6.641509433962266,6.575471698113204,7.249596663818362,0.05974842767295588,1.5503144654088077,14.795597484276716,86.53144654088054,703.169811320754,772.3742138364771,9.427672955974842,89.16837051015452,70.67260656883298,13.619496855345915,44.94968553459119,1.0597484276729556,7.191823899371064,73.51608881721752
53.36565787487302,12.090909090909092,0.0382445141065829,9.324137931034484,8.400000000000002,6.769673650247963,0.1304075235109717,2.8394984326018817,8.957993730407527,102.22695924764889,348.86583072100314,424.14545454545447,11.935423197492161,80.34288912876278,8.364681295715727,8.660815047021945,50.83197492163009,2.032601880877743,3.475235109717866,74.40714648817537
52.724941922500996,12.79335793357934,0.031734317343173044,10.081918819188187,9.090774907749076,6.697549799831165,0.17047970479704788,3.615498154981552,6.947601476014739,103.03468634686347,232.70553505534997,305.3291512915122,11.191881918819188,75.06965350123188,6.812628126281332,6.956457564575636,50.306273062730625,2.077490774907749,2.7335793357933493,74.93520523215176
53.28259199526097,12.82843526608419,0.14733915806195383,10.026608419380466,8.815726767275613,6.865161086441164,0.15528196981731546,3.5071485305798236,8.729150119142176,103.59650516282768,264.92335186656,338.48848292295384,11.416203335980937,76.9174042004073,89.09948371723597,9.013502779984115,51.22160444797458,2.1945988880063534,4.488482922954726,74.10392463354825
53.59121104599755,11.763033175355451,0.03791469194312766,8.69589257503949,7.979462875197473,6.806525541297287,0.13033175355450227,2.4502369668246473,9.851500789889418,100.66034755134281,412.78988941548175,488.6935229067928,11.642180094786731,82.28704211866253,7.1696726347202215,9.325434439178517,50.33254344391785,1.9360189573459712,3.699052132701426,74.40135546290571
53.02682129417767,12.4100185528757,0.027210884353741138,9.752628324056895,8.760049474335185,6.734783032538134,0.14656771799628948,3.2016079158936313,8.191094619666046,102.31787260358689,290.48732220160787,363.98392084106354,11.517625231910948,78.24274349901276,8.515941730227404,8.14718614718615,50.39888682745825,2.0321583178726037,3.3042671614100128,74.81257221058661
54.64709904016927,11.432267884322684,0.15677321156773186,8.573820395738208,7.714358193810252,6.984506673142518,0.1308980213089803,2.4160324708269902,11.624048706240462,97.14003044140034,439.03703703703627,512.0045662100448,11.377980720446477,83.57703167413572,86.12322727162922,11.274479959411456,49.33333333333333,1.8148148148148142,5.569254185692532,74.25415041672234
52.65865231522795,12.637931034482762,0.04454022988505765,10.142241379310343,9.356321839080458,6.674661356363942,0.16091954022988497,4.254310344827589,5.675287356321828,100.89511494252874,163.11781609195356,230.18247126436722,10.333333333333336,70.62096606467671,8.236350574712638,6.0761494252873565,48.62068965517241,2.251436781609195,2.409482758620688,75.67171588208893
54.13501641977624,11.321385902031066,0.05495818399044224,8.229390681003581,7.821983273596177,6.874311310951096,0.10155316606929501,2.183990442054961,11.24731182795699,100.48387096774194,486.6057347670246,563.8590203106326,11.523297491039425,84.02609889464318,10.348893440291342,10.475507765830349,50.77419354838709,1.9318996415770608,4.231780167264038,74.14097869316336
55.84469802956087,9.838074398249443,0.15754923413566738,7.901531728665212,7.074398249452956,7.10499773242911,0.08862144420131304,1.8358862144420074,13.614879649890565,92.50765864332608,590.0339168490157,661.8336980306348,10.336980306345732,87.01960006539099,64.61068563092634,12.58424507658643,47.760393873085334,1.4179431072210082,6.172866520787739,74.23518638403824
54.14249478121152,11.976910828025481,0.15485668789808904,9.13734076433121,7.993630573248407,6.93225410267427,0.14291401273885343,2.6449044585987274,10.499999999999993,99.83837579617834,376.88335987261144,450.24323248407626,11.606687898089174,81.67812206848207,87.70722121120222,10.408837579617831,50.23248407643312,1.876990445859872,5.11226114649681,74.78136986653418
52.82550608692677,13.050935550935556,0.15904365904365875,10.364345114345118,9.029106029106028,6.832290898560695,0.16372141372141386,3.8653846153846088,7.655405405405383,104.67515592515596,210.9828482328478,282.72920997920943,11.368503118503117,73.87016910441683,89.81202356202374,8.065488565488565,51.18035343035343,2.244282744282744,4.085758835758837,74.84797628513287
