pass_accuracy_perc,shots_on,games_rating,duels_total,passes_accurate,penalty_won,shots_total,passes_key,dribble_success_rate,duels_won_perc,penalty_commited,fouls_committed,duels_won,target_shot_conversion_perc,fouls_drawn
79.55089576631046,5.638314785373604,6.903342885974807,102.14705882352939,315.02225755166916,0.1478537360890303,10.666136724960253,10.408585055643877,74.84139309270611,54.06955867737911,0.14785373608903013,12.154213036565974,51.35771065182829,57.93863716657834,11.594594594594597
85.52451240678258,6.08614501076812,7.050681492771407,93.84206748025844,507.78391959798876,0.16870064608758087,12.044508255563558,12.69633883704235,73.77078822679462,55.299098796728394,0.10337401292175152,10.68557071069634,48.02584350323043,81.85757301245448,10.992103374012924
68.25220439340407,3.6180758017492662,6.785799166819575,104.86005830903788,149.32458697764739,0.13605442176870755,7.092322643343056,6.363459669582103,74.0955699983391,52.35431843534555,0.1856171039844509,13.543245869776479,50.413022351797856,89.65986394557811,10.498542274052479
89.30814050619719,7.21148036253776,7.249517086639443,86.40483383685799,701.4682779456195,0.16616314199395776,13.589123867069485,14.676737160120839,73.46066712523877,56.297447390793444,0.05740181268882166,8.552870090634437,44.731117824773406,72.24739845585766,9.52870090634441
83.71835644043577,3.8517138599105767,6.834010108433544,99.64008941877793,459.95752608047667,0.03874813710879295,9.813710879284649,10.517138599105808,74.06992521352751,53.8075336486711,0.11549925484351703,11.514157973174363,49.996274217585686,5.174756937052287,11.53725782414307
76.57329670956692,4.445309299467431,6.859988520468134,103.80253994264646,258.19909873002774,0.1499385497746826,8.925440393281441,8.592789840229402,74.36014606768445,53.25134000122635,0.15608357230643172,12.889389594428525,51.2965997541991,88.73361327324892,11.44326095862352
81.4458329844343,4.697247706422015,6.9122030467795605,100.27136648961853,369.57411878319664,0.14630613230323525,9.901496861419602,10.044905842588118,74.72706745648333,54.054582495318826,0.14872042491549972,12.041042974408494,50.39208112023176,95.86739210411375,11.716079188797687
77.32664823591308,2.845916795069331,6.705511057595033,102.63071391884951,275.27889060092474,0.017462763225475172,7.475089881869565,7.578325629173077,74.7066908376068,52.76513899203865,0.157678479712378,12.500770416024649,50.2829994863893,2.05401472350664,11.381612737544947
71.93938417208655,2.27510204081632,6.6675951198461405,102.96571428571427,189.06693877550944,0.0310204081632654,6.082448979591863,5.920816326530602,75.5171445712262,52.490277364611806,0.16489795918367336,12.831836734693875,49.80408163265306,2.2993197278914224,10.85061224489796
83.69381959423808,5.397515527950304,6.9793317060786,97.18581780538302,438.34420289855007,0.15890269151138728,11.121118012422382,11.505693581780525,74.09553127469461,54.5643923566042,0.12732919254658379,11.453416149068323,49.30900621118011,89.04302844326152,11.423913043478263
80.58611798596212,3.1173096976016623,6.751934729168751,102.14285714285712,360.18091762252334,0.023461939520333777,8.331595411887387,8.748175182481747,74.34352729864392,53.27421708355678,0.1277372262773722,12.044838373305524,50.71220020855056,0.9911945313409376,11.885818561001047
82.44912521020758,6.266936299292208,6.957017514420194,98.9787664307381,389.9474216380182,0.1557128412537918,11.849342770475236,11.708796764408481,75.71709062693823,54.31036669140603,0.12841253791708793,11.762386248736096,49.95247724974722,56.40574494037588,11.349848331648127
87.21475025566879,6.1539256198347045,7.102179859518216,92.1435950413223,587.2396694214865,0.15392561983471081,12.57954545454547,13.642561983471062,74.39542635465439,56.01476988510681,0.08987603305785116,9.858471074380164,47.69524793388428,62.05406336088154,10.420454545454549
79.08866557120183,4.277171086843473,6.866915173793099,102.4305772230889,311.8081123244931,0.13052522100884045,9.10244409776391,9.108164326573064,75.0567627239785,53.689839255366785,0.13624544981799264,12.424336973478935,51.11076443057721,98.7408996359857,11.699427977119088
73.34168148025195,4.0843632455668955,6.8300011956624465,105.69801182160131,207.42396560988593,0.1569048898441699,8.05857066093499,7.598065556152592,74.52389105511729,52.799945273554506,0.16926383664696407,13.104782375067177,51.757119828049426,87.4956393985143,11.39011284255777
