phase,datetime,precision,recall,f1,auc_score
train,2025-08-08 15:10:12.910303,0.4545833868275774,0.7675590721872968,0.5709966134494436,0.6494136331908125
test,2025-08-08 15:10:12.930664,0.4406730490281404,0.7408551455047959,0.5526315789473685,0.6226037975841296
test_parameter_tuned,2025-08-08 15:10:13.337997,0.5294369514022693,0.4020484474069257,0.45703197190907413,0.6226037975841296
