phase,datetime,precision,recall,f1,auc_score
train,2025-08-08 11:52:02.857351,0.4553274494755692,0.7716778668978973,0.5727214222508246,0.651470961346789
test,2025-08-08 11:52:02.876034,0.44194074216128104,0.7493090554381402,0.5559710494571773,0.6253376049154482
test_parameter_tuned,2025-08-08 11:52:03.286656,0.45760297984224363,0.6790765729149731,0.5467635316447411,0.6253376049154482
