,player.id,player.name,offsides,games.minutes,games.number,games.position,games.rating,games.captain,games.substitute,shots.total,shots.on,goals.total,goals.conceded,goals.assists,goals.saves,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,dribbles.past,fouls.drawn,fouls.committed,cards.yellow,cards.red,penalty.won,penalty.commited,penalty.scored,penalty.missed,penalty.saved,fixture
4,289,Andrew Robertson,0.0,62.0,26,D,6.9,False,False,,,,0,,,44.0,2.0,41,,,1.0,1.0,,,,,,1.0,0,0,,,0,0,,868119
5,19035,Harvey Elliott,0.0,86.0,19,M,6.9,False,False,,,,0,,,51.0,1.0,40,3.0,,,11.0,6.0,2.0,,,3.0,2.0,0,0,,,0,0,,868119
6,292,Jordan Henderson,0.0,90.0,14,M,6.9,True,False,2.0,1.0,,0,,,87.0,,73,2.0,,,5.0,2.0,,,3.0,,,0,0,,,0,0,,868119
7,507,Thiago Alcântara,0.0,90.0,6,M,8.3,False,False,,,,0,,,93.0,2.0,81,4.0,1.0,3.0,18.0,13.0,4.0,3.0,1.0,6.0,1.0,0,0,,,0,0,,868119
8,306,Mohamed Salah,1.0,90.0,11,F,7,False,False,4.0,2.0,,0,,,13.0,1.0,10,2.0,,1.0,9.0,5.0,2.0,1.0,1.0,2.0,,0,0,,,0,0,,868119
9,51617,Darwin Núñez,0.0,90.0,27,F,7.3,False,False,5.0,2.0,,0,,,14.0,2.0,9,1.0,,,10.0,5.0,,,,3.0,1.0,0,0,,,0,0,,868119
10,297,Alex Oxlade-Chamberlain,1.0,62.0,15,F,7,False,False,1.0,,,0,,,15.0,1.0,13,1.0,1.0,,8.0,3.0,4.0,2.0,,,,0,0,,,0,0,,868119
11,18812,Adrián,0.0,,13,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868119
12,1600,Konstantinos Tsimikas,0.0,28.0,21,D,6.9,False,True,,,,0,,,16.0,1.0,16,1.0,,,1.0,1.0,,,,,,0,0,,,0,0,,868119
13,310187,Stefan Bajčetić,0.0,9.0,43,D,6.7,False,True,,,,0,,,2.0,,1,,,,2.0,1.0,,,,,,0,0,,,0,0,,868119
14,284,Joe Gomez,0.0,9.0,2,D,6.3,False,True,,,,0,,,4.0,,3,,,,1.0,,,,,,1.0,0,0,,,0,0,,868119
15,1145,Ibrahima Konaté,0.0,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868119
16,153066,Fabio Carvalho,0.0,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868119
17,334729,Bobby Clark,0.0,,42,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868119
18,294,Naby Keïta,0.0,28.0,8,M,6.7,False,True,1.0,,,0,,,17.0,2.0,13,,,,1.0,,,,1.0,,,0,0,,,0,0,,868119
19,343576,Ben Doak,0.0,,50,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868119
0,280,Alisson,0.0,90.0,1,G,7.3,False,False,,,,0,,2.0,44.0,,40,,,,,,,,,,,0,0,,,0,0,0.0,868152
1,296,James Milner,0.0,72.0,7,D,6.5,True,False,1.0,,,0,,,41.0,,31,,,1.0,6.0,1.0,4.0,1.0,1.0,,1.0,1,0,,,0,0,,868152
2,1145,Ibrahima Konaté,0.0,90.0,5,D,7.5,False,False,,,,0,,,56.0,,45,3.0,,4.0,13.0,6.0,1.0,1.0,1.0,1.0,3.0,0,0,,,0,0,,868152
3,284,Joe Gomez,0.0,90.0,2,D,7.3,False,False,,,,0,,,53.0,,46,1.0,2.0,4.0,4.0,1.0,,,,,2.0,0,0,,,0,0,,868152
4,289,Andrew Robertson,1.0,90.0,26,D,7.3,False,False,,,,0,,,47.0,,37,3.0,,,9.0,6.0,2.0,1.0,,1.0,2.0,0,0,,,0,0,,868152
5,294,Naby Keïta,0.0,63.0,8,M,6.6,False,False,,,,0,,,27.0,1.0,17,1.0,,,7.0,3.0,1.0,1.0,,1.0,1.0,0,0,,,0,0,,868152
6,310187,Stefan Bajčetić,0.0,82.0,43,M,6.9,False,False,,,,0,,,28.0,2.0,22,,,2.0,9.0,3.0,1.0,,1.0,1.0,2.0,1,0,,,0,0,,868152
7,507,Thiago Alcântara,0.0,90.0,6,M,7.7,False,False,1.0,1.0,,0,,,63.0,1.0,50,5.0,1.0,,18.0,11.0,3.0,2.0,,3.0,2.0,0,0,,,0,0,,868152
8,306,Mohamed Salah,1.0,90.0,11,F,6.9,False,False,1.0,,,0,,,32.0,1.0,26,2.0,,,8.0,4.0,4.0,2.0,,,,0,0,,,0,0,,868152
9,247,Cody Gakpo,2.0,82.0,18,F,6.9,False,False,4.0,1.0,,0,,,13.0,,10,1.0,,,13.0,4.0,1.0,,,,2.0,0,0,,,0,0,,868152
10,19035,Harvey Elliott,0.0,82.0,19,F,6.9,False,False,,,,0,,,32.0,,24,,,2.0,3.0,2.0,1.0,1.0,,1.0,,0,0,,,0,0,,868152
11,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868152
12,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868152
13,283,Trent Alexander-Arnold,0.0,18.0,66,D,6.3,False,True,1.0,,,0,,,19.0,,10,,,,2.0,1.0,,,,,,0,0,,,0,0,,868152
14,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868152
15,293,Curtis Jones,0.0,8.0,17,M,6.3,False,True,,,,0,,,3.0,,3,,,,2.0,,1.0,,,,1.0,1,0,,,0,0,,868152
16,292,Jordan Henderson,0.0,8.0,14,M,6.7,False,True,,,,0,,,9.0,1.0,7,,,,,,,,,,,0,0,,,0,0,,868152
17,299,Fabinho,0.0,8.0,3,M,6.2,False,True,,,,0,,,4.0,,3,,,2.0,5.0,1.0,,,1.0,,,0,0,,,0,0,,868152
18,297,Alex Oxlade-Chamberlain,0.0,,15,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868152
19,51617,Darwin Núñez,1.0,27.0,27,F,6.9,False,True,1.0,1.0,,0,,,6.0,1.0,4,2.0,,,8.0,5.0,1.0,,1.0,1.0,,0,0,,,0,0,,868152
0,280,Alisson,0.0,90.0,1,G,7.2,False,False,,,,0,,1.0,27.0,,26,,,,2.0,2.0,,,,2.0,,0,0,,,0,0,0.0,868172
1,283,Trent Alexander-Arnold,1.0,90.0,66,D,7.6,False,False,,,,0,,,79.0,1.0,65,5.0,,1.0,10.0,7.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,868172
2,286,Joël Matip,0.0,90.0,32,D,7,False,False,,,,0,,,82.0,,75,1.0,,1.0,3.0,2.0,,,,,,0,0,,,0,0,,868172
3,284,Joe Gomez,0.0,90.0,2,D,7.5,False,False,1.0,,,0,,,100.0,,91,2.0,1.0,1.0,10.0,5.0,,,,,,0,0,,,0,0,,868172
4,289,Andrew Robertson,2.0,90.0,26,D,7.3,False,False,,,,0,,,60.0,1.0,50,,,1.0,4.0,3.0,2.0,2.0,,1.0,2.0,1,0,,,0,0,,868172
5,292,Jordan Henderson,0.0,80.0,14,M,6.9,True,False,,,,0,,,56.0,,49,1.0,,,3.0,3.0,,,,2.0,,0,0,,,0,0,,868172
6,299,Fabinho,0.0,90.0,3,M,6.6,False,False,,,,0,,,57.0,1.0,51,1.0,,,8.0,3.0,,,,1.0,2.0,0,0,,,0,0,,868172
7,310187,Stefan Bajčetić,0.0,89.0,43,M,6.9,False,False,1.0,1.0,,0,,,35.0,2.0,27,2.0,,2.0,13.0,6.0,2.0,1.0,5.0,1.0,,0,0,,,0,0,,868172
8,306,Mohamed Salah,1.0,89.0,11,F,7.7,False,False,3.0,3.0,1.0,0,,,34.0,1.0,30,1.0,,,15.0,8.0,7.0,3.0,,4.0,,0,0,,,0,0,,868172
9,247,Cody Gakpo,0.0,80.0,18,F,7.2,False,False,2.0,1.0,1.0,0,,,14.0,2.0,11,2.0,,,12.0,7.0,2.0,1.0,2.0,4.0,1.0,0,0,,,0,0,,868172
10,51617,Darwin Núñez,0.0,70.0,27,F,7.9,False,False,3.0,1.0,,0,1.0,,18.0,2.0,14,,,,11.0,6.0,5.0,3.0,,1.0,1.0,0,0,,,0,0,,868172
11,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868172
12,127472,Nathaniel Phillips,0.0,,47,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868172
13,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868172
14,290,Virgil van Dijk,0.0,,4,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868172
15,296,James Milner,0.0,10.0,7,M,7,False,True,,,,0,,,6.0,,3,3.0,,,4.0,4.0,,,,,,0,0,,,0,0,,868172
16,294,Naby Keïta,0.0,1.0,8,M,,False,True,,,,0,,,3.0,,2,2.0,,,3.0,3.0,,,,,,0,0,,,0,0,,868172
17,19035,Harvey Elliott,0.0,1.0,19,M,,False,True,,,,0,,,3.0,,2,1.0,,1.0,2.0,1.0,1.0,,,,,0,0,,,0,0,,868172
18,302,Roberto Firmino,0.0,10.0,9,F,6.7,False,True,,,,0,,,4.0,1.0,4,,,,,,,,,,,0,0,,,0,0,,868172
19,2678,Diogo Jota,0.0,20.0,20,F,6.3,False,True,,,,0,,,7.0,,5,,,,5.0,,1.0,,3.0,,1.0,0,0,,,0,0,,868172
0,280,Alisson,0.0,90.0,1,G,7.6,False,False,,,,0,,4.0,44.0,,33,,,,1.0,,,,1.0,,,0,0,,,0,0,0.0,868201
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,7.9,False,False,,,,0,,,58.0,2.0,44,4.0,,1.0,8.0,6.0,1.0,1.0,,,1.0,0,0,,,0,0,,868201
2,1145,Ibrahima Konaté,0.0,90.0,5,D,6.7,False,False,1.0,,,0,,,49.0,,43,,1.0,,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,,,0,0,,868201
3,290,Virgil van Dijk,0.0,90.0,4,D,6.9,False,False,,,,0,,,47.0,,41,1.0,,,5.0,2.0,,,1.0,,1.0,0,0,,,0,0,,868201
4,289,Andrew Robertson,0.0,90.0,26,D,8.2,False,False,1.0,,,0,1.0,,44.0,3.0,31,4.0,,1.0,11.0,7.0,2.0,1.0,1.0,1.0,1.0,0,0,,,0,0,,868201
5,19035,Harvey Elliott,0.0,85.0,19,M,7.9,False,False,2.0,1.0,,0,1.0,,55.0,1.0,45,4.0,,1.0,9.0,6.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,868201
6,299,Fabinho,0.0,79.0,3,M,6.9,False,False,,,,0,,,39.0,1.0,33,,,3.0,1.0,,,,,,1.0,1,0,,,0,0,,868201
7,292,Jordan Henderson,0.0,78.0,14,M,7.2,True,False,,,,0,1.0,,40.0,1.0,35,2.0,,1.0,5.0,3.0,,,,,2.0,0,0,,,0,0,,868201
8,306,Mohamed Salah,0.0,90.0,11,F,10,False,False,3.0,2.0,2.0,0,2.0,,33.0,3.0,23,1.0,,,13.0,8.0,3.0,1.0,1.0,6.0,,1,0,,,0,0,,868201
9,247,Cody Gakpo,0.0,79.0,18,F,8.3,False,False,2.0,2.0,2.0,0,,,24.0,1.0,15,1.0,,,20.0,8.0,4.0,1.0,3.0,3.0,2.0,0,0,,,0,0,,868201
10,51617,Darwin Núñez,0.0,78.0,27,F,7.9,False,False,3.0,2.0,2.0,0,,,19.0,,7,,,,8.0,2.0,2.0,1.0,,1.0,1.0,0,0,,,0,0,,868201
11,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868201
12,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868201
13,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868201
14,310187,Stefan Bajčetić,0.0,12.0,43,D,6.9,False,True,,,,0,,,5.0,,5,,,2.0,2.0,2.0,2.0,2.0,,,,0,0,,,0,0,,868201
15,293,Curtis Jones,0.0,9.0,17,M,6.7,False,True,,,,0,,,3.0,,3,,,,1.0,1.0,,,,,,0,0,,,0,0,,868201
16,153066,Fabio Carvalho,0.0,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868201
17,296,James Milner,0.0,11.0,7,M,6.3,False,True,,,,0,,,5.0,,5,,,,2.0,1.0,,,,1.0,1.0,0,0,,,0,0,,868201
18,302,Roberto Firmino,0.0,11.0,9,F,8.3,False,True,1.0,1.0,1.0,0,1.0,,,1.0,,,,,3.0,,,,,,1.0,0,0,,,0,0,,868201
19,2678,Diogo Jota,0.0,12.0,20,F,6.2,False,True,,,,0,,,3.0,,2,,,,2.0,,1.0,,1.0,,,0,0,,,0,0,,868201
0,280,Alisson,0.0,90.0,1,G,7.9,False,False,,,,0,,3.0,37.0,,35,,,,,,,,,,,0,0,,,0,0,0.0,868221
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,8.3,False,False,2.0,1.0,,0,,,93.0,1.0,74,3.0,1.0,2.0,8.0,5.0,4.0,2.0,1.0,,,0,0,,,0,0,,868221
2,1145,Ibrahima Konaté,0.0,90.0,5,D,7.3,False,False,,,,0,,,62.0,,57,,,1.0,6.0,5.0,,,,1.0,,0,0,,,0,0,,868221
3,290,Virgil van Dijk,0.0,90.0,4,D,7.3,False,False,,,,0,,,67.0,,62,3.0,1.0,,9.0,7.0,,,,,1.0,0,0,,,0,0,,868221
4,1600,Konstantinos Tsimikas,0.0,66.0,21,D,6.6,False,False,,,,0,,,33.0,,27,,,2.0,1.0,,,,,,1.0,0,0,,,0,0,,868221
5,292,Jordan Henderson,0.0,90.0,14,M,7.3,True,False,3.0,,,0,,,71.0,1.0,63,1.0,,,9.0,4.0,,,3.0,2.0,1.0,0,0,,,0,0,,868221
6,299,Fabinho,0.0,90.0,3,M,6.9,False,False,,,,0,,,81.0,1.0,74,2.0,,,6.0,2.0,,,1.0,,2.0,0,0,,,0,0,,868221
7,293,Curtis Jones,1.0,84.0,17,M,6.9,False,False,,,,0,,,45.0,1.0,42,3.0,1.0,,11.0,5.0,2.0,,1.0,2.0,1.0,0,0,,,0,0,,868221
8,306,Mohamed Salah,0.0,84.0,11,F,7.9,False,False,3.0,1.0,1.0,0,,,54.0,2.0,39,1.0,,,8.0,6.0,5.0,5.0,1.0,,,0,0,,,1,0,,868221
9,51617,Darwin Núñez,0.0,83.0,27,F,6.9,False,False,1.0,,,0,,,17.0,2.0,9,,,,9.0,2.0,2.0,,,1.0,2.0,0,0,1.0,,0,0,,868221
10,2489,Luis Díaz,0.0,66.0,23,F,6.9,False,False,1.0,,,0,,,19.0,2.0,15,,,1.0,13.0,5.0,6.0,4.0,1.0,,1.0,0,0,,,0,0,,868221
11,289,Andrew Robertson,0.0,24.0,26,D,6.7,False,True,,,,0,,,16.0,,12,,,,2.0,1.0,,,,,1.0,0,0,,,0,0,,868221
12,247,Cody Gakpo,1.0,24.0,18,F,7.2,False,True,2.0,1.0,,0,,,5.0,1.0,4,,,,3.0,3.0,2.0,2.0,,1.0,,0,0,,,0,0,,868221
13,2678,Diogo Jota,0.0,12.0,20,F,6.7,False,True,,,,0,,,3.0,,1,,,,1.0,1.0,,,,,,0,0,,,0,0,,868221
14,296,James Milner,0.0,11.0,7,M,6.3,False,True,,,,0,,,1.0,,1,,,,,,,,,,,0,0,,,0,0,,868221
15,19035,Harvey Elliott,1.0,11.0,19,M,6.6,False,True,,,,0,,,9.0,1.0,7,1.0,,,3.0,2.0,,,1.0,,,0,0,,,0,0,,868221
16,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868221
17,284,Joe Gomez,0.0,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868221
18,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868221
19,153066,Fabio Carvalho,0.0,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868221
0,280,Alisson,0.0,90.0,1,G,6.9,False,False,,,,2,,3.0,57.0,,49,,,,2.0,2.0,,,,,,0,0,,,0,0,0.0,868241
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,7.3,False,False,1.0,,,0,1.0,,51.0,4.0,41,4.0,,1.0,12.0,7.0,1.0,1.0,4.0,1.0,1.0,1,0,,,0,0,,868241
2,1145,Ibrahima Konaté,0.0,90.0,5,D,7.2,False,False,1.0,1.0,,0,,,57.0,,47,5.0,1.0,3.0,10.0,8.0,,,1.0,,1.0,0,0,,,0,0,,868241
3,290,Virgil van Dijk,0.0,90.0,4,D,6.2,False,False,,,,0,,,64.0,,52,1.0,,2.0,9.0,3.0,,,2.0,,1.0,1,0,,,0,0,,868241
4,289,Andrew Robertson,0.0,90.0,26,D,6.5,False,False,1.0,,,0,,,45.0,1.0,36,2.0,,1.0,9.0,3.0,1.0,,1.0,1.0,3.0,1,0,,,0,0,,868241
5,292,Jordan Henderson,1.0,90.0,14,M,7.6,True,False,2.0,,,0,,,52.0,2.0,46,2.0,,2.0,3.0,2.0,,,1.0,,1.0,0,0,,,0,0,,868241
6,299,Fabinho,0.0,78.0,3,M,6.9,False,False,,,,0,,,38.0,1.0,31,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,,1.0,1,0,,,0,0,,868241
7,293,Curtis Jones,0.0,60.0,17,M,6.3,False,False,,,,0,,,30.0,1.0,26,1.0,,,8.0,3.0,2.0,1.0,,1.0,,0,0,,,0,0,,868241
8,306,Mohamed Salah,0.0,90.0,11,F,6.2,False,False,8.0,3.0,1.0,0,,,37.0,2.0,30,1.0,,,14.0,4.0,5.0,,3.0,2.0,1.0,0,0,,,0,1,,868241
9,247,Cody Gakpo,0.0,90.0,18,F,7.3,False,False,1.0,,,0,,,32.0,3.0,26,2.0,,,11.0,6.0,,,,1.0,,0,0,,,0,0,,868241
10,2678,Diogo Jota,0.0,60.0,20,F,6.9,False,False,,,,0,,,17.0,1.0,12,,,,10.0,4.0,,,1.0,2.0,1.0,0,0,1.0,,0,0,,868241
11,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
12,284,Joe Gomez,0.0,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
13,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
14,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
15,19035,Harvey Elliott,0.0,,19,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
16,507,Thiago Alcântara,0.0,30.0,6,M,6.6,False,True,,,,0,,,26.0,,23,2.0,,1.0,5.0,2.0,,,2.0,,,0,0,,,0,0,,868241
17,296,James Milner,0.0,,7,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868241
18,51617,Darwin Núñez,0.0,30.0,27,F,6.7,False,True,1.0,1.0,,0,,,9.0,1.0,6,,,,5.0,2.0,2.0,1.0,,1.0,1.0,0,0,,,0,0,,868241
19,302,Roberto Firmino,1.0,12.0,9,F,7.2,False,True,1.0,1.0,1.0,0,,,10.0,,7,1.0,,,7.0,2.0,,,1.0,1.0,,0,0,,,0,0,,868241
0,280,Alisson,0.0,90.0,1,G,6.7,False,False,,,,2,,3.0,29.0,,23,,,,2.0,2.0,,,,1.0,,0,0,,,0,0,0.0,868263
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,7.7,False,False,,,,0,1.0,,61.0,4.0,45,1.0,,1.0,8.0,2.0,2.0,,1.0,1.0,1.0,0,0,,,0,0,,868263
2,1145,Ibrahima Konaté,0.0,90.0,5,D,7.3,False,False,,,,0,,,94.0,1.0,82,2.0,,2.0,17.0,11.0,2.0,2.0,,,3.0,0,0,,,0,0,,868263
3,290,Virgil van Dijk,0.0,90.0,4,D,6.9,False,False,1.0,1.0,,0,,,93.0,1.0,90,,,1.0,7.0,4.0,,,,,,0,0,,,0,0,,868263
4,289,Andrew Robertson,0.0,90.0,26,D,7.3,False,False,,,,0,1.0,,97.0,5.0,85,2.0,,,8.0,5.0,3.0,1.0,1.0,,,0,0,,,0,0,,868263
5,292,Jordan Henderson,1.0,90.0,14,M,7.2,True,False,1.0,,,0,,,54.0,1.0,48,3.0,,,5.0,4.0,2.0,1.0,,,,0,0,,,0,0,,868263
6,299,Fabinho,0.0,60.0,3,M,7.5,False,False,1.0,,,0,1.0,,37.0,1.0,34,2.0,,,7.0,5.0,,,,2.0,,0,0,,,0,0,,868263
7,293,Curtis Jones,0.0,81.0,17,M,6.9,False,False,,,,0,,,38.0,,36,3.0,,,7.0,6.0,,,,2.0,,0,0,,,0,0,,868263
8,306,Mohamed Salah,1.0,90.0,11,F,7.7,False,False,2.0,1.0,1.0,0,,,49.0,2.0,42,,,,6.0,3.0,2.0,1.0,,2.0,1.0,0,0,,,0,0,,868263
9,247,Cody Gakpo,0.0,60.0,18,F,6.9,False,False,3.0,1.0,,0,,,21.0,,17,,,,3.0,2.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,868263
10,2678,Diogo Jota,0.0,81.0,20,F,7.7,False,False,4.0,3.0,2.0,0,,,27.0,,25,1.0,,,10.0,3.0,1.0,,,1.0,2.0,0,0,,,0,0,,868263
11,507,Thiago Alcântara,0.0,30.0,6,M,6.3,False,True,,,,0,,,32.0,,28,,,1.0,1.0,,,,,,,0,0,,,0,0,,868263
12,51617,Darwin Núñez,0.0,30.0,27,F,6.2,False,True,1.0,,,0,,,7.0,,5,,,,7.0,3.0,1.0,1.0,,1.0,1.0,0,0,,,0,0,,868263
13,296,James Milner,0.0,9.0,7,M,6.3,False,True,,,,0,,,6.0,,5,,,,1.0,,,,,,,0,0,,,0,0,,868263
14,2489,Luis Díaz,0.0,9.0,23,F,6.7,False,True,,,,0,,,5.0,,5,,,,4.0,3.0,2.0,1.0,,2.0,,0,0,,,0,0,,868263
15,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868263
16,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868263
17,284,Joe Gomez,0.0,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868263
18,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868263
19,19035,Harvey Elliott,0.0,,19,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868263
0,280,Alisson,0.0,90.0,1,G,6.2,False,False,,,,3,,3.0,43.0,,32,,,,1.0,1.0,,,,,,0,0,,,0,0,0.0,868283
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,6.6,False,False,,,,0,1.0,,85.0,2.0,71,,,,3.0,1.0,1.0,,1.0,,,0,0,,,0,0,,868283
2,1145,Ibrahima Konaté,0.0,90.0,5,D,6.9,False,False,,,,0,,,68.0,,59,4.0,,1.0,13.0,11.0,,,,,2.0,1,0,,,0,0,,868283
3,290,Virgil van Dijk,0.0,90.0,4,D,7.2,True,False,1.0,,,0,,,106.0,,99,,1.0,,6.0,5.0,,,1.0,,,0,0,,,0,0,,868283
4,289,Andrew Robertson,0.0,90.0,26,D,6.5,False,False,,,,0,,,107.0,2.0,95,2.0,,,5.0,3.0,3.0,1.0,,,,0,0,,,0,0,,868283
5,19035,Harvey Elliott,0.0,63.0,19,M,6.5,False,False,1.0,,,0,,,39.0,1.0,35,,,,8.0,2.0,1.0,,1.0,1.0,1.0,0,0,,,0,0,,868283
6,299,Fabinho,0.0,90.0,3,M,6.7,False,False,,,,0,,,78.0,1.0,75,1.0,,,5.0,3.0,,,1.0,,1.0,0,0,,,0,0,,868283
7,293,Curtis Jones,0.0,86.0,17,M,7.2,False,False,1.0,1.0,1.0,0,,,64.0,1.0,59,1.0,,,4.0,2.0,,,,1.0,1.0,0,0,,,0,0,,868283
8,306,Mohamed Salah,0.0,90.0,11,F,7.3,False,False,2.0,1.0,1.0,0,,,39.0,,36,2.0,,,21.0,8.0,8.0,3.0,1.0,3.0,3.0,0,0,,,1,0,,868283
9,247,Cody Gakpo,0.0,73.0,18,F,7.3,False,False,,,,0,1.0,,22.0,1.0,19,2.0,,,9.0,4.0,4.0,1.0,,1.0,1.0,0,0,1.0,,0,0,,868283
10,2489,Luis Díaz,0.0,63.0,23,F,7.5,False,False,1.0,1.0,1.0,0,,,36.0,1.0,32,1.0,,,11.0,6.0,8.0,5.0,1.0,,,0,0,,,0,0,,868283
11,292,Jordan Henderson,0.0,27.0,14,M,6.6,False,True,,,,0,,,17.0,1.0,14,2.0,,,5.0,3.0,2.0,1.0,1.0,,,0,0,,,0,0,,868283
12,2678,Diogo Jota,0.0,27.0,20,F,7.2,False,True,2.0,1.0,1.0,0,,,11.0,,9,,,,5.0,1.0,,,1.0,,2.0,1,0,,,0,0,,868283
13,51617,Darwin Núñez,0.0,17.0,27,F,6.2,False,True,,,,0,,,6.0,,2,1.0,,,8.0,3.0,1.0,,1.0,,,0,0,,,0,0,,868283
14,296,James Milner,0.0,12.0,7,M,6.2,False,True,,,,0,,,3.0,,2,,,,1.0,,,,,,1.0,1,0,,,0,0,,868283
15,281,Caoimhin Kelleher,0.0,,62,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868283
16,284,Joe Gomez,0.0,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868283
17,1600,Konstantinos Tsimikas,0.0,,21,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868283
18,286,Joël Matip,0.0,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868283
19,153066,Fabio Carvalho,0.0,,28,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,868283
0,280,Alisson,0.0,90.0,1,G,7.3,False,False,,,,0,,2.0,25.0,,12,,,,3.0,3.0,1.0,1.0,,,,1,0,,,0,0,0.0,868289
1,283,Trent Alexander-Arnold,0.0,90.0,66,D,7.7,False,False,2.0,1.0,,0,,,51.0,1.0,41,1.0,,,10.0,5.0,4.0,3.0,2.0,,,0,0,,,0,0,,868289
2,1145,Ibrahima Konaté,0.0,90.0,5,D,7,False,False,1.0,1.0,,0,,,30.0,,24,1.0,,1.0,11.0,6.0,,,,2.0,4.0,1,0,,,0,0,,868289
3,290,Virgil van Dijk,0.0,90.0,4,D,7.6,True,False,1.0,,,0,1.0,,46.0,1.0,42,,1.0,1.0,5.0,2.0,,,,,2.0,1,0,,,0,0,,868289
4,289,Andrew Robertson,0.0,82.0,26,D,6.9,False,False,,,,0,,,39.0,,34,1.0,,,3.0,1.0,,,,,2.0,0,0,,,0,0,,868289
5,247,Cody Gakpo,0.0,90.0,18,M,5.9,False,False,1.0,,,0,,,20.0,,16,2.0,,,13.0,5.0,2.0,2.0,1.0,1.0,3.0,0,0,,,0,0,,868289
6,299,Fabinho,0.0,90.0,3,M,7.3,False,False,,,,0,,,37.0,1.0,34,2.0,,1.0,11.0,7.0,,,1.0,2.0,3.0,1,0,,,0,0,,868289
