passes_accurate,passes_key,tackles_blocks,shots_total,cards_yellow,pass_accuracy_perc,duels_won,tackles_interceptions,passes_total,shots_on,duels_won_perc,duels_total,penalty_won,dribbles_past,fouls_drawn,target_shot_conversion_perc,games_rating,fouls_committed,dribble_success_rate,penalty_commited
510.01302681992297,12.721839080459745,2.0850574712643644,12.080459770114942,1.5785440613026822,85.39742386539623,48.3655172413793,8.173946360153257,582.0812260536394,6.07586206896551,55.399561864308644,94.33563218390809,0.17088122605363976,7.430651340996172,10.962452107279697,84.32140424496748,7.054602002722692,10.58467432950191,73.97234658314498,0.09808429118773959
319.57061068702325,9.588549618320613,3.0503816793893144,9.655725190839696,2.039694656488549,79.38936321642353,51.38740458015267,9.563358778625954,394.0908396946567,4.749618320610686,53.82634218146374,102.65458015267177,0.14083969465648838,8.406870229007636,11.737404580152674,88.87309160305354,6.8846556604972635,12.33931297709924,75.00054699225318,0.13435114503816786
150.67303822937558,6.283702213279659,4.369215291750498,6.987927565392354,2.5663983903420524,69.19621403951164,49.75653923541247,10.456740442655935,217.32394366197107,3.6056338028169037,52.30570018911788,103.58953722334005,0.148893360160966,9.735412474849097,10.532193158953723,92.59593273929289,6.7810872829383895,13.550301810865193,73.72195474843805,0.20221327967806862
703.169811320754,14.795597484276716,1.5503144654088077,13.619496855345915,1.0597484276729556,89.16837051015452,44.94968553459119,6.641509433962266,772.3742138364772,7.191823899371064,56.29490456228468,86.53144654088054,0.15723270440251577,6.575471698113203,9.427672955974844,70.67260656883298,7.249596663818362,8.528301886792452,73.51608881721752,0.05974842767295588
348.86583072100314,8.957993730407527,2.8394984326018817,8.660815047021945,2.032601880877743,80.34288912876278,50.83197492163009,9.324137931034484,424.14545454545447,3.475235109717866,53.36565787487302,102.22695924764889,0.0382445141065829,8.400000000000002,11.935423197492161,8.364681295715727,6.769673650247963,12.090909090909092,74.40714648817537,0.1304075235109717
232.70553505534997,6.947601476014739,3.6154981549815526,6.956457564575636,2.077490774907749,75.06965350123188,50.306273062730625,10.081918819188187,305.3291512915122,2.7335793357933493,52.724941922500996,103.03468634686347,0.031734317343173044,9.090774907749074,11.191881918819188,6.812628126281332,6.697549799831165,12.79335793357934,74.93520523215176,0.17047970479704788
264.92335186656,8.729150119142176,3.5071485305798236,9.013502779984115,2.1945988880063534,76.9174042004073,51.22160444797458,10.026608419380466,338.48848292295384,4.488482922954726,53.28259199526097,103.59650516282768,0.14733915806195383,8.815726767275613,11.416203335980937,89.09948371723597,6.865161086441164,12.82843526608419,74.10392463354825,0.15528196981731546
412.78988941548175,9.851500789889418,2.4502369668246473,9.325434439178517,1.9360189573459712,82.28704211866253,50.33254344391785,8.69589257503949,488.6935229067928,3.699052132701426,53.59121104599755,100.66034755134281,0.03791469194312766,7.979462875197473,11.642180094786731,7.1696726347202215,6.806525541297287,11.763033175355451,74.40135546290571,0.13033175355450227
290.48732220160787,8.191094619666046,3.2016079158936313,8.14718614718615,2.0321583178726037,78.24274349901276,50.39888682745825,9.752628324056895,363.98392084106354,3.3042671614100128,53.02682129417767,102.31787260358689,0.027210884353741138,8.760049474335185,11.517625231910948,8.51594173022739,6.734783032538134,12.4100185528757,74.81257221058661,0.14656771799628948
439.03703703703627,11.624048706240462,2.4160324708269902,11.274479959411456,1.8148148148148142,83.57703167413572,49.33333333333333,8.573820395738208,512.0045662100448,5.569254185692532,54.64709904016927,97.14003044140034,0.15677321156773186,7.714358193810252,11.377980720446477,86.12322727162922,6.984506673142518,11.432267884322684,74.25415041672234,0.1308980213089803
163.11781609195359,5.675287356321828,4.254310344827589,6.0761494252873565,2.251436781609195,70.62096606467671,48.62068965517241,10.142241379310343,230.18247126436725,2.409482758620688,52.65865231522795,100.89511494252874,0.04454022988505765,9.356321839080458,10.333333333333336,8.236350574712638,6.674661356363942,12.637931034482762,75.67171588208893,0.16091954022988497
486.6057347670246,11.24731182795699,2.183990442054961,10.475507765830349,1.9318996415770608,84.02609889464318,50.77419354838709,8.229390681003581,563.8590203106326,4.231780167264038,54.13501641977624,100.48387096774194,0.05495818399044224,7.821983273596177,11.523297491039425,10.348893440291334,6.874311310951096,11.321385902031066,74.14097869316336,0.10155316606929501
590.0339168490157,13.614879649890565,1.8358862144420074,12.58424507658643,1.4179431072210082,87.01960006539099,47.760393873085334,7.901531728665212,661.8336980306348,6.172866520787738,55.84469802956087,92.50765864332608,0.15754923413566738,7.074398249452956,10.336980306345732,64.61068563092634,7.10499773242911,9.838074398249443,74.23518638403824,0.08862144420131304
376.88335987261144,10.499999999999993,2.6449044585987274,10.408837579617831,1.876990445859872,81.67812206848207,50.23248407643312,9.13734076433121,450.24323248407626,5.11226114649681,54.14249478121152,99.83837579617834,0.15485668789808904,7.993630573248407,11.606687898089174,87.70722121120222,6.93225410267427,11.976910828025481,74.78136986653418,0.14291401273885343
210.9828482328478,7.655405405405382,3.8653846153846088,8.065488565488565,2.244282744282744,73.87016910441683,51.18035343035343,10.364345114345118,282.72920997920943,4.085758835758837,52.82550608692677,104.67515592515596,0.15904365904365875,9.029106029106028,11.368503118503117,89.81202356202374,6.832290898560695,13.050935550935556,74.84797628513287,0.16372141372141386
