duels_total,pass_accuracy_perc,duels_won,games_rating,shots_total,cards_yellow,penalty_won,shots_on,dribbles_past,passes_total,passes_accurate,target_shot_conversion_perc,dribble_success_rate,passes_key,tackles_blocks,fouls_drawn,penalty_commited,fouls_committed,duels_won_perc,tackles_interceptions
94.33563218390813,85.39742386539622,48.36551724137938,7.054602002722692,12.080459770114992,1.5785440613026755,0.17088122605363976,6.075862068965517,7.430651340996146,582.0812260536436,510.01302681992144,84.32140424496717,73.97234658314498,12.721839080459834,2.085057471264366,10.962452107279686,0.09808429118774067,10.58467432950193,55.39956186430864,8.17394636015327
102.65458015267183,79.38936321642353,51.387404580152726,6.8846556604972635,9.65572519083969,2.039694656488553,0.14083969465648824,4.749618320610673,8.40687022900763,394.0908396946555,319.570610687022,88.87309160305436,75.00054699225318,9.588549618320615,3.050381679389316,11.737404580152658,0.13435114503816797,12.33931297709923,53.82634218146374,9.56335877862596
103.58953722334009,69.19621403951163,49.75653923541247,6.7810872829383895,6.987927565392388,2.5663983903420426,0.14889336016096513,3.605633802816889,9.73541247484907,217.32394366197533,150.6730382293752,92.59593273929254,73.72195474843805,6.283702213279714,4.36921529175051,10.532193158953714,0.20221327967806968,13.550301810865196,52.30570018911788,10.45674044265595
86.53144654088058,89.16837051015452,44.94968553459119,7.2495966638183615,13.61949685534592,1.0597484276729556,0.15723270440251588,7.191823899371055,6.575471698113214,772.3742138364798,703.1698113207567,70.67260656883302,73.51608881721752,14.795597484276687,1.5503144654087957,9.427672955974836,0.05974842767295663,8.528301886792441,56.29490456228468,6.641509433962273
102.22695924764898,80.34288912876278,50.831974921630085,6.769673650247964,8.660815047021943,2.0326018808777415,0.038244514106580974,3.4752351097178544,8.400000000000002,424.14545454545475,348.86583072100336,8.364681295716935,74.40714648817537,8.957993730407509,2.8394984326018786,11.93542319749215,0.13040752351097182,12.090909090909097,53.36565787487302,9.324137931034484
103.03468634686354,75.06965350123188,50.306273062730625,6.697549799831165,6.956457564575695,2.077490774907747,0.031734317343172044,2.7335793357933666,9.09077490774906,305.3291512915157,232.70553505535173,6.812628126282277,74.93520523215174,6.947601476014805,3.6154981549815353,11.191881918819188,0.1704797047970486,12.793357933579319,52.724941922500996,10.081918819188202
103.59650516282773,76.9174042004073,51.2216044479746,6.865161086441164,9.013502779984107,2.1945988880063476,0.14733915806195266,4.488482922954726,8.815726767275592,338.4884829229582,264.92335186655964,89.09948371723678,74.10392463354825,8.729150119142139,3.5071485305798333,11.41620333598094,0.15528196981731607,12.828435266084202,53.28259199526097,10.026608419380473
100.66034755134281,82.28704211866253,50.33254344391785,6.806525541297287,9.325434439178515,1.9360189573459718,0.03791469194312708,3.699052132701409,7.97946287519748,488.693522906794,412.78988941548266,7.169672634720932,74.40135546290571,9.85150078988942,2.45023696682463,11.642180094786722,0.13033175355450227,11.763033175355456,53.59121104599755,8.695892575039506
102.31787260358695,78.24274349901276,50.39888682745825,6.734783032538135,8.14718614718618,2.032158317872603,0.027210884353739195,3.304267161410003,8.76004947433518,363.98392084106416,290.4873222016085,8.51594173022859,74.81257221058661,8.191094619666018,3.201607915893622,11.517625231910937,0.14656771799628932,12.410018552875687,53.02682129417767,9.752628324056902
97.1400304414004,83.57703167413572,49.33333333333333,6.984506673142518,11.274479959411513,1.8148148148148115,0.15677321156773127,5.569254185692545,7.714358193810228,512.0045662100491,439.03703703703604,86.12322727162947,74.25415041672234,11.624048706240547,2.416032470826985,11.377980720446475,0.13089802130898084,11.432267884322666,54.647099040169266,8.573820395738217
100.89511494252872,70.62096606467671,48.620689655172406,6.674661356363942,6.076149425287393,2.251436781609199,0.04454022988505785,2.4094827586206757,9.356321839080461,230.18247126437012,163.11781609195637,8.236350574712546,75.67171588208893,5.675287356321849,4.254310344827572,10.333333333333329,0.1609195402298851,12.637931034482765,52.65865231522795,10.142241379310352
100.48387096774192,84.02609889464318,50.77419354838709,6.874311310951096,10.475507765830336,1.9318996415770604,0.05495818399044253,4.231780167264038,7.821983273596185,563.8590203106354,486.6057347670273,10.348893440291441,74.14097869316336,11.24731182795695,2.183990442054944,11.523297491039429,0.10155316606929572,11.321385902031066,54.13501641977624,8.229390681003595
92.50765864332612,87.019600065391,47.76039387308535,7.10499773242911,12.584245076586475,1.4179431072209994,0.15754923413566752,6.17286652078773,7.07439824945293,661.8336980306383,590.0339168490132,64.61068563092643,74.23518638403824,13.614879649890645,1.835886214442004,10.336980306345724,0.08862144420131424,9.838074398249468,55.844698029560874,7.901531728665221
99.83837579617843,81.67812206848207,50.23248407643312,6.93225410267427,10.408837579617874,1.8769904458598738,0.15485668789808754,5.112261146496801,7.993630573248403,450.2432324840771,376.88335987261235,87.70722121120289,74.78136986653418,10.500000000000021,2.6449044585987123,11.606687898089161,0.1429140127388534,11.976910828025485,54.14249478121152,9.137340764331215
104.675155925156,73.87016910441683,51.18035343035342,6.832290898560695,8.065488565488607,2.244282744282736,0.15904365904365914,4.085758835758824,9.029106029106007,282.72920997921403,210.98284823284533,89.81202356202422,74.84797628513287,7.655405405405458,3.865384615384638,11.368503118503119,0.16372141372141444,13.050935550935572,52.82550608692677,10.364345114345127
