phase,datetime,precision,recall,f1,auc_score
train,2025-08-08 11:54:39.248525,0.40874118138688825,0.9011489269455886,0.5623932491163987,0.5829417856930923
test,2025-08-08 11:54:39.266108,0.40589270008795075,0.9003414079011542,0.5595352361707502,0.5722914078304843
test_parameter_tuned,2025-08-08 11:54:39.664980,0.4145091002307101,0.7886522516663957,0.543407639744595,0.5722914078304843
