passes_key,tackles_interceptions,shots_on,target_shot_conversion_perc,cards_yellow,tackles_blocks,dribbles_past,penalty_won,passes_total,games_rating,penalty_commited,fouls_committed,duels_total,passes_accurate,fouls_drawn,pass_accuracy_perc,shots_total,dribble_success_rate,duels_won_perc,duels_won
12.721839080459834,8.17394636015327,6.075862068965517,84.32140424496717,1.5785440613026755,2.085057471264366,7.430651340996146,0.17088122605363976,582.0812260536436,7.054602002722692,0.09808429118774067,10.58467432950193,94.33563218390813,510.01302681992144,10.962452107279686,85.39742386539622,12.080459770114992,73.97234658314498,55.39956186430864,48.36551724137938
9.588549618320615,9.56335877862596,4.749618320610673,88.87309160305436,2.039694656488553,3.050381679389316,8.40687022900763,0.14083969465648824,394.0908396946555,6.8846556604972635,0.13435114503816797,12.33931297709923,102.65458015267183,319.570610687022,11.737404580152658,79.38936321642353,9.65572519083969,75.00054699225318,53.82634218146374,51.387404580152726
6.283702213279714,10.45674044265595,3.605633802816889,92.59593273929254,2.5663983903420426,4.36921529175051,9.73541247484907,0.14889336016096513,217.32394366197533,6.7810872829383895,0.20221327967806968,13.550301810865196,103.58953722334009,150.6730382293752,10.532193158953714,69.19621403951163,6.987927565392388,73.72195474843805,52.30570018911788,49.75653923541247
14.795597484276687,6.641509433962273,7.191823899371055,70.67260656883302,1.0597484276729556,1.5503144654087957,6.575471698113214,0.15723270440251588,772.3742138364798,7.2495966638183615,0.05974842767295663,8.528301886792441,86.53144654088058,703.1698113207567,9.427672955974836,89.16837051015452,13.61949685534592,73.51608881721752,56.29490456228468,44.94968553459119
8.957993730407509,9.324137931034484,3.4752351097178544,8.364681295716935,2.0326018808777415,2.8394984326018786,8.400000000000002,0.038244514106580974,424.14545454545475,6.769673650247964,0.13040752351097182,12.090909090909097,102.22695924764898,348.86583072100336,11.93542319749215,80.34288912876278,8.660815047021943,74.40714648817537,53.36565787487302,50.831974921630085
6.947601476014805,10.081918819188202,2.7335793357933666,6.812628126282277,2.077490774907747,3.6154981549815353,9.09077490774906,0.031734317343172044,305.3291512915157,6.697549799831165,0.1704797047970486,12.793357933579319,103.03468634686354,232.70553505535173,11.191881918819188,75.06965350123188,6.956457564575695,74.93520523215174,52.724941922500996,50.306273062730625
8.729150119142139,10.026608419380473,4.488482922954726,89.09948371723678,2.1945988880063476,3.5071485305798333,8.815726767275592,0.14733915806195266,338.4884829229582,6.865161086441164,0.15528196981731607,12.828435266084202,103.59650516282773,264.92335186655964,11.41620333598094,76.9174042004073,9.013502779984107,74.10392463354825,53.28259199526097,51.2216044479746
9.85150078988942,8.695892575039506,3.699052132701409,7.169672634720932,1.9360189573459718,2.45023696682463,7.97946287519748,0.03791469194312708,488.693522906794,6.806525541297287,0.13033175355450227,11.763033175355456,100.66034755134281,412.78988941548266,11.642180094786722,82.28704211866253,9.325434439178515,74.40135546290571,53.59121104599755,50.33254344391785
8.191094619666018,9.752628324056902,3.304267161410003,8.51594173022859,2.032158317872603,3.201607915893622,8.76004947433518,0.027210884353739195,363.98392084106416,6.734783032538135,0.14656771799628932,12.410018552875687,102.31787260358695,290.4873222016085,11.517625231910937,78.24274349901276,8.14718614718618,74.81257221058661,53.02682129417767,50.39888682745825
11.624048706240547,8.573820395738217,5.569254185692545,86.12322727162947,1.8148148148148115,2.416032470826985,7.714358193810228,0.15677321156773127,512.0045662100491,6.984506673142518,0.13089802130898084,11.432267884322666,97.1400304414004,439.03703703703604,11.377980720446475,83.57703167413572,11.274479959411513,74.25415041672234,54.647099040169266,49.33333333333333
5.675287356321849,10.142241379310352,2.4094827586206757,8.236350574712546,2.251436781609199,4.254310344827572,9.356321839080461,0.04454022988505785,230.18247126437012,6.674661356363942,0.1609195402298851,12.637931034482765,100.89511494252872,163.11781609195637,10.333333333333329,70.62096606467671,6.076149425287393,75.67171588208893,52.65865231522795,48.620689655172406
11.24731182795695,8.229390681003595,4.231780167264038,10.348893440291441,1.9318996415770604,2.183990442054944,7.821983273596185,0.05495818399044253,563.8590203106354,6.874311310951096,0.10155316606929572,11.321385902031066,100.48387096774192,486.6057347670273,11.523297491039429,84.02609889464318,10.475507765830336,74.14097869316336,54.13501641977624,50.77419354838709
13.614879649890645,7.901531728665221,6.17286652078773,64.61068563092643,1.4179431072209994,1.835886214442004,7.07439824945293,0.15754923413566752,661.8336980306383,7.10499773242911,0.08862144420131424,9.838074398249468,92.50765864332612,590.0339168490132,10.336980306345724,87.019600065391,12.584245076586475,74.23518638403824,55.844698029560874,47.76039387308535
10.500000000000021,9.137340764331215,5.112261146496801,87.70722121120289,1.8769904458598738,2.6449044585987123,7.993630573248403,0.15485668789808754,450.2432324840771,6.93225410267427,0.1429140127388534,11.976910828025485,99.83837579617843,376.88335987261235,11.606687898089161,81.67812206848207,10.408837579617874,74.78136986653418,54.14249478121152,50.23248407643312
7.655405405405458,10.364345114345127,4.085758835758824,89.81202356202422,2.244282744282736,3.865384615384638,9.029106029106007,0.15904365904365914,282.72920997921403,6.832290898560695,0.16372141372141444,13.050935550935572,104.675155925156,210.98284823284533,11.368503118503119,73.87016910441683,8.065488565488607,74.84797628513287,52.82550608692677,51.18035343035342
